,Posting Date,Order No.,Item,Quantity,Department,Time,Direct Cost,Overhead Cost,Departement Code,Sales Order,DC/Time,OC/Time,DC/Quantity,OC/Quantity,Labor Costs,Total Cost
1733,3/31/2023,POR-11039912,Cladding ,7.6,Assembly,30.0,750.0,1110.0,PRODUCTION,SSO-12122598,25.0,37.0,98.6842105263158,146.05263157894737,3.947368421052632,1860.0
1734,3/31/2023,POR-11040051,Rectangular Center Table,2.0,machine,0.25,10.2,6.29,PRODUCTION,SSO-12119453,40.8,25.16,5.1,3.145,0.125,16.49
1735,3/31/2023,POR-11040051,Rectangular Center Table,2.0,Veneer,1.0,25.0,37.0,PRODUCTION,SSO-12119453,25.0,37.0,12.5,18.5,0.5,62.0
1736,3/31/2023,POR-11040051,Rectangular Center Table,2.0,Assembly,12.0,300.0,444.0,PRODUCTION,SSO-12119453,25.0,37.0,150.0,222.0,6.0,744.0
1737,3/31/2023,POR-11040053,Rectangular Center Table,4.0,machine,0.67,10.2,6.29,PRODUCTION,SSO-12119453,15.223880597014924,9.388059701492537,2.55,1.5725,0.1675,16.49
1738,3/31/2023,POR-11040053,Rectangular Center Table,4.0,Veneer,6.0,150.0,222.0,PRODUCTION,SSO-12119453,25.0,37.0,37.5,55.5,1.5,372.0
1739,3/31/2023,POR-11040053,Rectangular Center Table,4.0,Assembly,32.0,800.0,1184.0,PRODUCTION,SSO-12119453,25.0,37.0,200.0,296.0,8.0,1984.0
1740,3/31/2023,POR-11040054,Round side table,2.0,machine,0.66,4.8,2.96,PRODUCTION,SSO-12119453,7.2727272727272725,4.484848484848484,2.4,1.48,0.33,7.76
1741,3/31/2023,POR-11040054,Round side table,2.0,Veneer,1.0,25.0,37.0,PRODUCTION,SSO-12119453,25.0,37.0,12.5,18.5,0.5,62.0
1742,3/31/2023,POR-11040054,Round side table,2.0,Assembly,12.0,300.0,444.0,PRODUCTION,SSO-12119453,25.0,37.0,150.0,222.0,6.0,744.0
1743,3/31/2023,POR-11040055,Square Side Table,2.0,machine,0.08,4.8,2.96,PRODUCTION,SSO-12119453,60.0,37.0,2.4,1.48,0.04,7.76
1744,3/31/2023,POR-11040055,Square Side Table,2.0,Painting,30.17,4.25,6.29,PRODUCTION,SSO-12119453,0.14086841233012926,0.2084852502485913,2.125,3.145,15.085,10.54
1745,3/31/2023,POR-11040055,Square Side Table,2.0,Veneer,2.0,50.0,74.0,PRODUCTION,SSO-12119453,25.0,37.0,25.0,37.0,1.0,124.0
1746,3/31/2023,POR-11040055,Square Side Table,2.0,Assembly,12.0,300.0,444.0,PRODUCTION,SSO-12119453,25.0,37.0,150.0,222.0,6.0,744.0
1747,3/31/2023,POR-11040080,Wall Decoration,10.5,machine,1.25,15.0,9.25,PRODUCTION,SSO-12119580,12.0,7.4,1.4285714285714286,0.8809523809523809,0.11904761904761904,24.25
1748,3/31/2023,POR-11040080,Wall Decoration,10.5,Assembly,25.0,625.0,925.0,PRODUCTION,SSO-12119580,25.0,37.0,59.523809523809526,88.0952380952381,2.380952380952381,1550.0
1749,3/31/2023,POR-11040102,Stool,2.0,Painting,20.0,500.0,740.0,PRODUCTION,SSO-12119580,25.0,37.0,250.0,370.0,10.0,1240.0
1750,3/31/2023,POR-11040129,Dresser Chair,1.0,Upholstery,20.0,460.02,579.98,PRODUCTION,SSO-12119580,23.000999999999998,28.999000000000002,460.02,579.98,20.0,1040.0
1751,3/31/2023,POR-11040130,Dresser Chair,1.0,Upholstery,20.0,460.02,579.98,PRODUCTION,SSO-12119580,23.000999999999998,28.999000000000002,460.02,579.98,20.0,1040.0
1752,3/31/2023,POR-11040156,Rectangular Center Table,1.0,machine,0.16,4.8,2.96,PRODUCTION,SSO-12119580,30.0,18.5,4.8,2.96,0.16,7.76
1753,3/31/2023,POR-11040156,Rectangular Center Table,1.0,Veneer,1.0,25.0,37.0,PRODUCTION,SSO-12119580,25.0,37.0,25.0,37.0,1.0,62.0
1754,3/31/2023,POR-11040156,Rectangular Center Table,1.0,Assembly,6.0,150.0,222.0,PRODUCTION,SSO-12119580,25.0,37.0,150.0,222.0,6.0,372.0
1755,3/31/2023,POR-11040308,Banquette,1.0,Assembly,20.0,500.0,740.0,PRODUCTION,SSO-12125915,25.0,37.0,500.0,740.0,20.0,1240.0
1756,3/31/2023,POR-11040647,Cladding ,7.45,machine,2.5,79.5,55.5,CONTROL/PACKING,PROD-CARPENTRY-0001,31.8,22.2,10.671140939597315,7.449664429530201,0.33557046979865773,135.0
1757,3/31/2023,POR-11040647,Cladding ,7.45,Assembly,25.0,625.0,925.0,CONTROL/PACKING,PROD-CARPENTRY-0004,25.0,37.0,83.89261744966443,124.16107382550335,3.3557046979865772,1550.0
1758,3/31/2023,POR-11040650,Closet,22.72,machine,1.0,26.5,18.5,CONTROL/PACKING,PROD-CARPENTRY-0001,26.5,18.5,1.1663732394366197,0.8142605633802817,0.04401408450704226,45.0
1759,3/31/2023,POR-11040650,Closet,22.72,Assembly,25.0,625.0,925.0,CONTROL/PACKING,PROD-CARPENTRY-0004,25.0,37.0,27.50880281690141,40.71302816901409,1.1003521126760565,1550.0
1761,3/31/2023,POR-11041093,Curtains fabric,5.7,Curtains,45.0,1349.93,1665.07,CURTAINS,SSO-12126064,29.998444444444445,37.001555555555555,236.8298245614035,292.1175438596491,7.894736842105263,3015.0
1762,3/31/2023,POR-11041094,Curtains fabric,18.3,Curtains,60.0,1799.91,2220.09,CURTAINS,SSO-12126064,29.9985,37.0015,98.35573770491803,121.31639344262295,3.278688524590164,4020.0
1763,3/31/2023,POR-11041156,curtains rode,13.0,Curtains,5.0,149.99,185.01,PRODUCTION,SSO-12131587,29.998,37.001999999999995,11.537692307692309,14.231538461538461,0.38461538461538464,335.0
1765,3/31/2023,POR-11042275,Curtains bar,1.0,Curtains,5.0,149.99,185.01,PRODUCTION,SSO-12131374,29.998,37.001999999999995,149.99,185.01,5.0,335.0
1766,3/31/2023,POR-11042276,Curtains bar,1.0,Curtains,5.0,149.99,185.01,PRODUCTION,SSO-12131374,29.998,37.001999999999995,149.99,185.01,5.0,335.0
1769,3/31/2023,POR-11042475,Round side table,3.0,Painting,45.0,1125.0,1665.0,PRODUCTION,SSO-12141930,25.0,37.0,375.0,555.0,15.0,2790.0
1770,3/31/2023,POR-11042510,Arm chair,2.0,Control&Packing,1.0,0.0,0.0,PRODUCTION,SSO-12142594,0.0,0.0,0.0,0.0,0.5,0.0
1771,3/31/2023,POR-11042511,Sofa,2.0,Painting,10.0,250.0,370.0,PRODUCTION,SSO-12142594,25.0,37.0,125.0,185.0,5.0,620.0
1772,3/31/2023,POR-11042511,Sofa,2.0,Assembly,50.0,1250.0,1850.0,PRODUCTION,SSO-12142594,25.0,37.0,625.0,925.0,25.0,3100.0
1773,3/31/2023,POR-11042613,Cladding ,3.07,machine,0.75,39.75,27.75,PRODUCTION,SSO-12143884,53.0,37.0,12.947882736156352,9.039087947882736,0.244299674267101,67.5
1774,3/31/2023,POR-11042613,Cladding ,3.07,Assembly,10.0,250.0,370.0,PRODUCTION,SSO-12143884,25.0,37.0,81.43322475570034,120.52117263843648,3.257328990228013,620.0
1775,3/31/2023,POR-11042627,Square Side Table,4.0,Painting,30.0,750.0,1110.0,PRODUCTION,PROD-PAINTING-0002,25.0,37.0,187.5,277.5,7.5,1860.0
1777,3/31/2023,POR-11042729,Round side table,3.0,Painting,25.0,625.0,925.0,PRODUCTION,SSO-12142733,25.0,37.0,208.33333333333334,308.3333333333333,8.333333333333334,1550.0
1778,3/31/2023,POR-11042749,Mirror,1.0,machine,0.42,15.0,9.25,PRODUCTION,SSO-12122330,35.714285714285715,22.023809523809526,15.0,9.25,0.42,24.25
1779,3/31/2023,POR-11042749,Mirror,1.0,Assembly,12.0,300.0,444.0,PRODUCTION,SSO-12122330,25.0,37.0,300.0,444.0,12.0,744.0
1780,3/31/2023,POR-11042750,Mirror,2.0,machine,0.68,20.4,12.58,PRODUCTION,SSO-12122330,29.999999999999996,18.5,10.2,6.29,0.34,32.98
1781,3/31/2023,POR-11042750,Mirror,2.0,Assembly,16.0,400.0,592.0,PRODUCTION,SSO-12122330,25.0,37.0,200.0,296.0,8.0,992.0
1782,3/31/2023,POR-11042752,Dresser,1.0,Painting,15.0,375.0,555.0,PRODUCTION,SSO-12145932,25.0,37.0,375.0,555.0,15.0,930.0
1783,3/31/2023,POR-11042752,Dresser,1.0,Assembly,20.0,500.0,740.0,PRODUCTION,SSO-12145932,25.0,37.0,500.0,740.0,20.0,1240.0
1785,3/31/2023,POR-11042787,Sofa,1.0,Painting,10.0,250.0,370.0,PRODUCTION,SSO-12142733,25.0,37.0,250.0,370.0,10.0,620.0
1786,3/31/2023,POR-11042788,Arm chair,1.0,Upholstery,14.0,322.02,405.98,PRODUCTION,SSO-12142733,23.00142857142857,28.99857142857143,322.02,405.98,14.0,728.0
1787,3/31/2023,POR-11042788,Arm chair,1.0,Painting,5.0,125.0,185.0,PRODUCTION,SSO-12142733,25.0,37.0,125.0,185.0,5.0,310.0
1788,3/31/2023,POR-11042824,Sofa,2.0,Painting,15.0,125.0,185.0,PRODUCTION,PROD-PAINTING-0001,8.333333333333334,12.333333333333334,62.5,92.5,7.5,310.0
1790,3/31/2023,POR-11042837,Service table,1.0,Painting,10.0,250.0,370.0,PRODUCTION,SSO-12142733,25.0,37.0,250.0,370.0,10.0,620.0
1791,3/31/2023,POR-11042843,Arm chair,2.0,Painting,14.0,350.0,518.0,PRODUCTION,SSO-12143514,25.0,37.0,175.0,259.0,7.0,868.0
1792,3/31/2023,POR-11042845,Round Side Table,1.0,Painting,10.0,250.0,370.0,PRODUCTION,PROD-PAINTING-0001,25.0,37.0,250.0,370.0,10.0,620.0
1793,3/31/2023,POR-11042853,Sofa,1.0,Upholstery,20.0,460.02,579.98,PRODUCTION,PROD-UPHOLSTERY-0003,23.000999999999998,28.999000000000002,460.02,579.98,20.0,1040.0
1794,3/31/2023,POR-11042863,Sofa,1.0,Painting,5.0,125.0,185.0,PRODUCTION,SSO-12142772,25.0,37.0,125.0,185.0,5.0,310.0
1795,3/31/2023,POR-11042911,Rectangular Center Table,1.0,Painting,15.0,375.0,555.0,PRODUCTION,PROD-PAINTING-0002,25.0,37.0,375.0,555.0,15.0,930.0
1796,3/31/2023,POR-11042911,Rectangular Center Table,1.0,Assembly,20.0,500.0,740.0,PRODUCTION,PROD-CARPENTRY-0004,25.0,37.0,500.0,740.0,20.0,1240.0
1797,3/31/2023,POR-11042912,Mirror,1.0,Painting,8.0,200.0,296.0,CONTROL/PACKING,MAN-CTLPAC-0001,25.0,37.0,200.0,296.0,8.0,496.0
1798,3/31/2023,POR-11042912,Mirror,1.0,machine,0.25,10.2,6.29,CONTROL/PACKING,MAN-CTLPAC-0001,40.8,25.16,10.2,6.29,0.25,16.49
1799,3/31/2023,POR-11042912,Mirror,1.0,Assembly,8.0,200.0,296.0,CONTROL/PACKING,MAN-CTLPAC-0001,25.0,37.0,200.0,296.0,8.0,496.0
1800,3/31/2023,POR-11042923,Round side table,2.0,Control&Packing,1.0,0.0,0.0,PRODUCTION,SSO-12142691,0.0,0.0,0.0,0.0,0.5,0.0
1801,3/31/2023,POR-11042925,Mirror,1.0,Painting,8.0,200.0,296.0,PRODUCTION,SSO-12122598,25.0,37.0,200.0,296.0,8.0,496.0
1802,3/31/2023,POR-11042925,Mirror,1.0,machine,0.76,25.2,15.54,PRODUCTION,SSO-12122598,33.1578947368421,20.44736842105263,25.2,15.54,0.76,40.739999999999995
1803,3/31/2023,POR-11042925,Mirror,1.0,Assembly,16.0,400.0,592.0,PRODUCTION,SSO-12122598,25.0,37.0,400.0,592.0,16.0,992.0
1804,3/31/2023,POR-11043043,Banquette,4.0,Assembly,50.0,1250.0,1850.0,PRODUCTION,SSO-12137142,25.0,37.0,312.5,462.5,12.5,3100.0
1805,3/31/2023,POR-11043044,Banquette,16.0,machine,207.11,45.0,27.75,PRODUCTION,SSO-12137142,0.21727584375452658,0.13398677031529138,2.8125,1.734375,12.944375,72.75
1806,3/31/2023,POR-11043044,Banquette,16.0,Assembly,140.0,3500.0,5180.0,PRODUCTION,SSO-12137142,25.0,37.0,218.75,323.75,8.75,8680.0
1807,3/31/2023,POR-11043045,Banquette,23.0,machine,170.17,60.0,37.0,PRODUCTION,SSO-12137142,0.35258858788270553,0.2174296291943351,2.608695652173913,1.608695652173913,7.398695652173912,97.0
1808,3/31/2023,POR-11043045,Banquette,23.0,Assembly,70.0,1750.0,2590.0,PRODUCTION,SSO-12137142,25.0,37.0,76.08695652173913,112.6086956521739,3.0434782608695654,4340.0
1809,3/31/2023,POR-11043073,Cladding ,17.83,machine,0.92,15.0,9.25,PRODUCTION,SOJ-12002461,16.304347826086957,10.054347826086955,0.8412787436904094,0.5187885586090859,0.05159842961301179,24.25
1810,3/31/2023,POR-11043073,Cladding ,17.83,Veneer,5.0,125.0,185.0,PRODUCTION,SOJ-12002461,25.0,37.0,7.010656197420079,10.375771172181718,0.28042624789680315,310.0
1811,3/31/2023,POR-11043073,Cladding ,17.83,Assembly,80.0,2000.0,2960.0,PRODUCTION,SOJ-12002461,25.0,37.0,112.17049915872127,166.0123387549075,4.48681996634885,4960.0
1812,3/31/2023,POR-11043074,Skirting,690.85,machine,32.0,719.98,444.02,PRODUCTION,SOJ-12002461,22.499375,13.875625,1.042165448360715,0.6427154954042121,0.0463197510313382,1164.0
1813,3/31/2023,POR-11043075,Frame,996.88,machine,5.0,299.99,185.01,PRODUCTION,SOJ-12002461,59.998000000000005,37.001999999999995,0.30092889816226626,0.18558903779792954,0.005015648824331915,485.0
1814,3/31/2023,POR-11043075,Frame,996.88,Assembly,20.0,500.0,740.0,PRODUCTION,SOJ-12002461,25.0,37.0,0.5015648824331915,0.7423160260011236,0.02006259529732766,1240.0
1815,3/31/2023,POR-11043079,Cabinet,2.0,machine,3.42,45.0,27.75,PRODUCTION,SOJ-12002461,13.157894736842106,8.114035087719298,22.5,13.875,1.71,72.75
1816,3/31/2023,POR-11043079,Cabinet,2.0,Veneer,5.0,125.0,185.0,PRODUCTION,SOJ-12002461,25.0,37.0,62.5,92.5,2.5,310.0
1818,3/31/2023,POR-11043080,Cabinet,2.0,machine,5.67,40.2,24.79,PRODUCTION,SOJ-12002461,7.08994708994709,4.372134038800706,20.1,12.395,2.835,64.99000000000001
1819,3/31/2023,POR-11043080,Cabinet,2.0,Veneer,15.0,375.0,555.0,PRODUCTION,SOJ-12002461,25.0,37.0,187.5,277.5,7.5,930.0
1821,3/31/2023,POR-11043082,Wardrobe,4.0,machine,3.01,10.2,6.29,PRODUCTION,SOJ-12002461,3.388704318936877,2.089700996677741,2.55,1.5725,0.7525,16.49
1822,3/31/2023,POR-11043082,Wardrobe,4.0,Veneer,12.0,300.0,444.0,PRODUCTION,SOJ-12002461,25.0,37.0,75.0,111.0,3.0,744.0
1823,3/31/2023,POR-11043082,Wardrobe,4.0,Assembly,80.0,2000.0,2960.0,PRODUCTION,SOJ-12002461,25.0,37.0,500.0,740.0,20.0,4960.0
1824,3/31/2023,POR-11043083,Wardrobe,2.0,machine,11.25,15.0,9.25,PRODUCTION,SOJ-12002461,1.3333333333333333,0.8222222222222222,7.5,4.625,5.625,24.25
1825,3/31/2023,POR-11043083,Wardrobe,2.0,Veneer,16.0,400.0,592.0,PRODUCTION,SOJ-12002461,25.0,37.0,200.0,296.0,8.0,992.0
1827,3/31/2023,POR-11043084,Wardrobe,2.0,machine,8.84,10.2,6.29,PRODUCTION,SOJ-12002461,1.1538461538461537,0.7115384615384616,5.1,3.145,4.42,16.49
1828,3/31/2023,POR-11043084,Wardrobe,2.0,Veneer,12.0,300.0,444.0,PRODUCTION,SOJ-12002461,25.0,37.0,150.0,222.0,6.0,744.0
1829,3/31/2023,POR-11043084,Wardrobe,2.0,Assembly,50.0,1250.0,1850.0,PRODUCTION,SOJ-12002461,25.0,37.0,625.0,925.0,25.0,3100.0
1830,3/31/2023,POR-11043085,Wardrobe,2.0,machine,7.75,15.0,9.25,PRODUCTION,SOJ-12002461,1.935483870967742,1.1935483870967742,7.5,4.625,3.875,24.25
1831,3/31/2023,POR-11043085,Wardrobe,2.0,Veneer,28.0,700.0,1036.0,PRODUCTION,SOJ-12002461,25.0,37.0,350.0,518.0,14.0,1736.0
1833,3/31/2023,POR-11043086,Wardrobe,4.0,machine,2.84,10.2,6.29,PRODUCTION,SOJ-12002461,3.591549295774648,2.2147887323943665,2.55,1.5725,0.71,16.49
1834,3/31/2023,POR-11043086,Wardrobe,4.0,Veneer,15.0,375.0,555.0,PRODUCTION,SOJ-12002461,25.0,37.0,93.75,138.75,3.75,930.0
1835,3/31/2023,POR-11043086,Wardrobe,4.0,Assembly,75.0,1875.0,2775.0,PRODUCTION,SOJ-12002461,25.0,37.0,468.75,693.75,18.75,4650.0
1836,3/31/2023,POR-11043087,Wardrobe,4.0,machine,1.76,10.2,6.29,PRODUCTION,SOJ-12002461,5.795454545454545,3.5738636363636362,2.55,1.5725,0.44,16.49
1837,3/31/2023,POR-11043087,Wardrobe,4.0,Veneer,6.0,150.0,222.0,PRODUCTION,SOJ-12002461,25.0,37.0,37.5,55.5,1.5,372.0
1838,3/31/2023,POR-11043087,Wardrobe,4.0,Assembly,60.0,1500.0,2220.0,PRODUCTION,SOJ-12002461,25.0,37.0,375.0,555.0,15.0,3720.0
1839,3/31/2023,POR-11043088,Wardrobe,4.0,machine,0.34,18.02,12.58,PRODUCTION,SOJ-12002461,52.99999999999999,37.0,4.505,3.145,0.085,30.6
1840,3/31/2023,POR-11043088,Wardrobe,4.0,Veneer,2.0,50.0,74.0,PRODUCTION,SOJ-12002461,25.0,37.0,12.5,18.5,0.5,124.0
1841,3/31/2023,POR-11043088,Wardrobe,4.0,Assembly,25.0,625.0,925.0,PRODUCTION,SOJ-12002461,25.0,37.0,156.25,231.25,6.25,1550.0
1842,3/31/2023,POR-11043090,Wardrobe,8.0,machine,1.0,53.0,37.0,PRODUCTION,SOJ-12002461,53.0,37.0,6.625,4.625,0.125,90.0
1843,3/31/2023,POR-11043090,Wardrobe,8.0,Veneer,10.0,250.0,370.0,PRODUCTION,SOJ-12002461,25.0,37.0,31.25,46.25,1.25,620.0
1844,3/31/2023,POR-11043090,Wardrobe,8.0,Assembly,20.0,500.0,740.0,PRODUCTION,SOJ-12002461,25.0,37.0,62.5,92.5,2.5,1240.0
1845,3/31/2023,POR-11043091,Wardrobe,4.0,machine,1.0,53.0,37.0,PRODUCTION,SOJ-12002461,53.0,37.0,13.25,9.25,0.25,90.0
1846,3/31/2023,POR-11043091,Wardrobe,4.0,Veneer,10.0,250.0,370.0,PRODUCTION,SOJ-12002461,25.0,37.0,62.5,92.5,2.5,620.0
1847,3/31/2023,POR-11043091,Wardrobe,4.0,Assembly,20.0,500.0,740.0,PRODUCTION,SOJ-12002461,25.0,37.0,125.0,185.0,5.0,1240.0
1848,3/31/2023,POR-11043095,Niche,6.0,machine,6.75,90.0,55.5,PRODUCTION,SOJ-12002461,13.333333333333334,8.222222222222221,15.0,9.25,1.125,145.5
1849,3/31/2023,POR-11043095,Niche,6.0,Veneer,10.0,250.0,370.0,PRODUCTION,SOJ-12002461,25.0,37.0,41.666666666666664,61.666666666666664,1.6666666666666667,620.0
1850,3/31/2023,POR-11043095,Niche,6.0,Assembly,150.0,3750.0,5550.0,PRODUCTION,SOJ-12002461,25.0,37.0,625.0,925.0,25.0,9300.0
1851,3/31/2023,POR-11043096,TV unit,4.0,machine,7.25,209.99,129.51,PRODUCTION,SOJ-12002461,28.964137931034482,17.86344827586207,52.4975,32.3775,1.8125,339.5
1852,3/31/2023,POR-11043096,TV unit,4.0,Veneer,25.0,625.0,925.0,PRODUCTION,SOJ-12002461,25.0,37.0,156.25,231.25,6.25,1550.0
1854,3/31/2023,POR-11043097,Shelves,2.0,machine,3.25,15.0,9.25,PRODUCTION,SOJ-12002461,4.615384615384615,2.8461538461538463,7.5,4.625,1.625,24.25
1855,3/31/2023,POR-11043097,Shelves,2.0,Veneer,15.0,375.0,555.0,PRODUCTION,SOJ-12002461,25.0,37.0,187.5,277.5,7.5,930.0
1857,3/31/2023,POR-11043098,Shelves,32.0,machine,18.67,40.2,24.79,PRODUCTION,SOJ-12002461,2.1531869309051954,1.327798607391537,1.25625,0.7746875,0.5834375,64.99000000000001
1858,3/31/2023,POR-11043098,Shelves,32.0,Veneer,18.0,450.0,666.0,PRODUCTION,SOJ-12002461,25.0,37.0,14.0625,20.8125,0.5625,1116.0
1859,3/31/2023,POR-11043098,Shelves,32.0,Assembly,135.0,3375.0,4995.0,PRODUCTION,SOJ-12002461,25.0,37.0,105.46875,156.09375,4.21875,8370.0
1860,3/31/2023,POR-11043102,Shelves,4.0,machine,5.42,25.2,15.54,PRODUCTION,SOJ-12002461,4.649446494464945,2.867158671586716,6.3,3.885,1.355,40.739999999999995
1861,3/31/2023,POR-11043102,Shelves,4.0,Veneer,8.0,200.0,296.0,PRODUCTION,SOJ-12002461,25.0,37.0,50.0,74.0,2.0,496.0
1862,3/31/2023,POR-11043102,Shelves,4.0,Assembly,60.0,1500.0,2220.0,PRODUCTION,SOJ-12002461,25.0,37.0,375.0,555.0,15.0,3720.0
1863,3/31/2023,POR-11043215,Double Door,3.0,machine,10.79,184.79,113.97,PRODUCTION,SSO-12137294,17.126042632066728,10.562557924003707,61.596666666666664,37.99,3.5966666666666662,298.76
1864,3/31/2023,POR-11043215,Double Door,3.0,Veneer,6.7,92.5,136.9,PRODUCTION,SSO-12137294,13.805970149253731,20.432835820895523,30.833333333333332,45.63333333333333,2.2333333333333334,229.4
1866,3/31/2023,POR-11043217,Single Door,6.0,machine,11.55,277.19,170.95,PRODUCTION,SSO-12137294,23.999134199134197,14.800865800865799,46.19833333333333,28.491666666666664,1.925,448.14
1867,3/31/2023,POR-11043217,Single Door,6.0,Veneer,5.54,138.5,204.98,PRODUCTION,SSO-12137294,25.0,37.0,23.083333333333332,34.163333333333334,0.9233333333333333,343.48
1868,3/31/2023,POR-11043217,Single Door,6.0,Assembly,80.0,2000.0,2960.0,PRODUCTION,SSO-12137294,25.0,37.0,333.3333333333333,493.3333333333333,13.333333333333334,4960.0
1869,3/31/2023,POR-11043224,Single Door,1.0,machine,6.22,46.2,28.49,PRODUCTION,SSO-12137294,7.427652733118972,4.580385852090032,46.2,28.49,6.22,74.69
1870,3/31/2023,POR-11043224,Single Door,1.0,Veneer,3.93,23.25,34.41,PRODUCTION,SSO-12137294,5.916030534351145,8.755725190839694,23.25,34.41,3.93,57.66
1872,3/31/2023,POR-11043226,Single Door,1.0,machine,1.93,46.2,28.49,PRODUCTION,SSO-12137294,23.937823834196895,14.761658031088082,46.2,28.49,1.93,74.69
1873,3/31/2023,POR-11043226,Single Door,1.0,Veneer,0.93,23.25,34.41,PRODUCTION,SSO-12137294,25.0,36.99999999999999,23.25,34.41,0.93,57.66
1874,3/31/2023,POR-11043226,Single Door,1.0,Assembly,20.0,500.0,740.0,PRODUCTION,SSO-12137294,25.0,37.0,500.0,740.0,20.0,1240.0
1875,3/31/2023,POR-11043227,Single Door,1.0,machine,1.93,46.2,28.49,PRODUCTION,SSO-12137294,23.937823834196895,14.761658031088082,46.2,28.49,1.93,74.69
1876,3/31/2023,POR-11043227,Single Door,1.0,Veneer,0.93,23.25,34.41,PRODUCTION,SSO-12137294,25.0,36.99999999999999,23.25,34.41,0.93,57.66
1877,3/31/2023,POR-11043227,Single Door,1.0,Assembly,20.0,500.0,740.0,PRODUCTION,SSO-12137294,25.0,37.0,500.0,740.0,20.0,1240.0
1878,3/31/2023,POR-11043228,Columns,10.0,machine,12.0,179.99,111.01,PRODUCTION,SSO-12137294,14.999166666666667,9.250833333333334,17.999000000000002,11.101,1.2,291.0
1879,3/31/2023,POR-11043228,Columns,10.0,Veneer,10.0,250.0,370.0,PRODUCTION,SSO-12137294,25.0,37.0,25.0,37.0,1.0,620.0
1881,3/31/2023,POR-11043245,Partition,41.0,machine,33.17,1919.95,1184.05,PRODUCTION,SSO-12137294,57.88212239975881,35.696412420862224,46.828048780487805,28.879268292682926,0.8090243902439025,3104.0
1882,3/31/2023,POR-11043245,Partition,41.0,Veneer,15.0,375.0,555.0,PRODUCTION,SSO-12137294,25.0,37.0,9.146341463414634,13.536585365853659,0.36585365853658536,930.0
1883,3/31/2023,POR-11043245,Partition,41.0,Assembly,200.0,5000.0,7400.0,PRODUCTION,SSO-12137294,25.0,37.0,121.95121951219512,180.4878048780488,4.878048780487805,12400.0
1884,3/31/2023,POR-11043246,Partition,22.8,machine,17.5,959.97,592.03,PRODUCTION,SSO-12137294,54.855428571428575,33.830285714285715,42.10394736842105,25.966228070175436,0.7675438596491228,1552.0
1885,3/31/2023,POR-11043246,Partition,22.8,Veneer,20.0,500.0,740.0,PRODUCTION,SSO-12137294,25.0,37.0,21.929824561403507,32.45614035087719,0.8771929824561403,1240.0
1886,3/31/2023,POR-11043246,Partition,22.8,Assembly,120.0,3000.0,4440.0,PRODUCTION,SSO-12137294,25.0,37.0,131.57894736842104,194.73684210526315,5.263157894736842,7440.0
1887,3/31/2023,POR-11043247,Partition,25.6,machine,18.0,989.97,610.53,PRODUCTION,SSO-12137294,54.998333333333335,33.91833333333333,38.670703124999996,23.848828124999997,0.703125,1600.5
1888,3/31/2023,POR-11043247,Partition,25.6,Veneer,20.0,500.0,740.0,PRODUCTION,SSO-12137294,25.0,37.0,19.53125,28.90625,0.78125,1240.0
1889,3/31/2023,POR-11043247,Partition,25.6,Assembly,150.0,3750.0,5550.0,PRODUCTION,SSO-12137294,25.0,37.0,146.484375,216.796875,5.859375,9300.0
1890,3/31/2023,POR-11043281,Night stand,2.0,Painting,20.0,500.0,740.0,PRODUCTION,SSO-12144592,25.0,37.0,250.0,370.0,10.0,1240.0
1891,3/31/2023,POR-11043283,Dresser,1.0,Painting,20.0,500.0,740.0,PRODUCTION,PROD-PAINTING-0002,25.0,37.0,500.0,740.0,20.0,1240.0
1892,3/31/2023,POR-11043284,Banquette,1.0,Painting,10.0,250.0,370.0,PRODUCTION,SSO-12147686,25.0,37.0,250.0,370.0,10.0,620.0
1893,3/31/2023,POR-11043299,Rectangular Dining Table,1.0,Upholstery,12.0,276.01,347.99,PRODUCTION,PROD-UPHOLSTERY-0002,23.000833333333333,28.999166666666667,276.01,347.99,12.0,624.0
1894,3/31/2023,POR-11043299,Rectangular Dining Table,1.0,Painting,4.0,100.0,148.0,PRODUCTION,PROD-PAINTING-0001,25.0,37.0,100.0,148.0,4.0,248.0
1895,3/31/2023,POR-11043300,Dining Arm chair,14.0,Upholstery,140.0,3220.17,4059.83,PRODUCTION,SSO-12148080,23.001214285714287,28.998785714285713,230.01214285714286,289.98785714285714,10.0,7280.0
1897,3/31/2023,POR-11043301,Buffet,1.0,Upholstery,12.0,276.01,347.99,PRODUCTION,SSO-12148080,23.000833333333333,28.999166666666667,276.01,347.99,12.0,624.0
1898,3/31/2023,POR-11043307,Dining Side Chair,10.0,machine,7.0,60.0,37.0,PRODUCTION,PROD-CARPENTRY-0001,8.571428571428571,5.285714285714286,6.0,3.7,0.7,97.0
1899,3/31/2023,POR-11043307,Dining Side Chair,10.0,Assembly,80.0,2000.0,2960.0,PRODUCTION,PROD-CARPENTRY-0004,25.0,37.0,200.0,296.0,8.0,4960.0
1900,3/31/2023,POR-11043309,Bed,1.0,Painting,15.0,375.0,555.0,PRODUCTION,PROD-PAINTING-0002,25.0,37.0,375.0,555.0,15.0,930.0
1901,3/31/2023,POR-11043309,Bed,1.0,Assembly,20.0,500.0,740.0,PRODUCTION,PROD-CARPENTRY-0004,25.0,37.0,500.0,740.0,20.0,1240.0
